,IVs,IV_count,rsquared,adj_rsquared
13539,"['0_female', '1_age', '3_married', '5_hours_tv', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft']",9,0.7522587131981131,0.7503850396004518
11460,"['0_female', '3_married', '5_hours_tv', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft']",8,0.752044797009719,0.7503792708771226
11731,"['1_age', '2_num_chronic', '3_married', '4_urban', '7_num_sunny', '10_worship_days', '11_years_edu', '13_income']",8,0.752044738678087,0.7503792121536744
12477,"['2_num_chronic', '3_married', '4_urban', '5_hours_tv', '8_avg_temp', '10_worship_days', '11_years_edu', '13_income']",8,0.752017238495305,0.7503515272509409
11741,"['1_age', '2_num_chronic', '3_married', '4_urban', '8_avg_temp', '10_worship_days', '11_years_edu', '13_income']",8,0.7519542999871659,0.750288165982042
14734,"['2_num_chronic', '3_married', '4_urban', '5_hours_tv', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '13_income']",9,0.7521407080937594,0.750266142020519
14309,"['1_age', '2_num_chronic', '3_married', '4_urban', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '13_income']",9,0.7520703088692096,0.750195210364859
2712,"['2_num_chronic', '3_married', '4_urban', '10_worship_days', '13_income']",5,0.7507511529843954,0.7497073973436266
12116,"['1_age', '3_married', '4_urban', '5_hours_tv', '6_hours_sm', '10_worship_days', '11_years_edu', '12_employed_ft']",8,0.7513250188678899,0.7496546579534844
5611,"['2_num_chronic', '3_married', '4_urban', '7_num_sunny', '10_worship_days', '13_income']",6,0.7508701750587495,0.7496172170121045
14543,"['1_age', '3_married', '4_urban', '5_hours_tv', '6_hours_sm', '7_num_sunny', '10_worship_days', '11_years_edu', '12_employed_ft']",9,0.7514932550880529,0.7496137923114079
14553,"['1_age', '3_married', '4_urban', '5_hours_tv', '6_hours_sm', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft']",9,0.7514072383583145,0.749527125034974
5621,"['2_num_chronic', '3_married', '4_urban', '8_avg_temp', '10_worship_days', '13_income']",6,0.7507657492256253,0.7495122659861901
5632,"['2_num_chronic', '3_married', '4_urban', '10_worship_days', '11_years_edu', '13_income']",6,0.7507516933929522,0.7494981394619864
15798,"['1_age', '3_married', '4_urban', '5_hours_tv', '6_hours_sm', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft']",10,0.7515653173471132,0.749475875104448
9212,"['2_num_chronic', '3_married', '4_urban', '7_num_sunny', '8_avg_temp', '10_worship_days', '13_income']",7,0.750881239270315,0.7494182935277749
9223,"['2_num_chronic', '3_married', '4_urban', '7_num_sunny', '10_worship_days', '11_years_edu', '13_income']",7,0.7508718625583333,0.7494088617512094
9233,"['2_num_chronic', '3_married', '4_urban', '8_avg_temp', '10_worship_days', '11_years_edu', '13_income']",7,0.7507664243422388,0.74930280435096
9608,"['3_married', '4_urban', '5_hours_tv', '6_hours_sm', '10_worship_days', '11_years_edu', '12_employed_ft']",7,0.7507302874130535,0.7492664552082644
12761,"['3_married', '4_urban', '5_hours_tv', '6_hours_sm', '7_num_sunny', '10_worship_days', '11_years_edu', '12_employed_ft']",8,0.7508972873149075,0.7492240533086264
12527,"['2_num_chronic', '3_married', '4_urban', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '13_income']",8,0.7508831074510047,0.7492097781979468
6976,"['0_female', '1_age', '3_married', '6_hours_sm', '10_worship_days', '11_years_edu', '12_employed_ft']",7,0.7506376966440635,0.7491733207015371
12771,"['3_married', '4_urban', '5_hours_tv', '6_hours_sm', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft']",8,0.7507920383216601,0.7491180973532077
1914,"['0_female', '3_married', '5_hours_tv', '10_worship_days', '12_employed_ft']",5,0.7501363386084208,0.7490900083680876
10599,"['0_female', '1_age', '3_married', '6_hours_sm', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",8,0.7507609566312976,0.7490868068857479
4435,"['0_female', '3_married', '5_hours_tv', '10_worship_days', '12_employed_ft', '13_income']",6,0.7503346864424223,0.7490790352426357
14863,"['3_married', '4_urban', '5_hours_tv', '6_hours_sm', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft']",9,0.7509502861300539,0.7490667168654912
10591,"['0_female', '1_age', '3_married', '6_hours_sm', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft']",8,0.7507368610023011,0.7490625494053391
4468,"['0_female', '3_married', '6_hours_sm', '10_worship_days', '11_years_edu', '12_employed_ft']",6,0.7503179465750907,0.7490622111848564
3696,"['0_female', '1_age', '3_married', '5_hours_tv', '10_worship_days', '12_employed_ft']",6,0.7503126548635795,0.7490568928595405
6943,"['0_female', '1_age', '3_married', '5_hours_tv', '10_worship_days', '12_employed_ft', '13_income']",7,0.7505098311248102,0.7490447042941673
10581,"['0_female', '1_age', '3_married', '6_hours_sm', '7_num_sunny', '10_worship_days', '11_years_edu', '12_employed_ft']",8,0.7507151586459,0.7490407012732444
4412,"['0_female', '3_married', '5_hours_tv', '7_num_sunny', '10_worship_days', '12_employed_ft']",6,0.7502676687490083,0.7490116804946026
7908,"['0_female', '3_married', '5_hours_tv', '7_num_sunny', '10_worship_days', '12_employed_ft', '13_income']",7,0.7504574141437551,0.7489919794952704
6920,"['0_female', '1_age', '3_married', '5_hours_tv', '7_num_sunny', '10_worship_days', '12_employed_ft']",7,0.7504457646197074,0.7489802615595882
13573,"['0_female', '1_age', '3_married', '6_hours_sm', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",9,0.750858915940726,0.7489746556411181
7959,"['0_female', '3_married', '6_hours_sm', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",7,0.750428363186256,0.7489627579365109
10548,"['0_female', '1_age', '3_married', '5_hours_tv', '7_num_sunny', '10_worship_days', '12_employed_ft', '13_income']",8,0.7506342997062295,0.7489592992004779
13568,"['0_female', '1_age', '3_married', '6_hours_sm', '7_num_sunny', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",9,0.7508373640488603,0.7489529407517508
7951,"['0_female', '3_married', '6_hours_sm', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft']",7,0.7503998403777099,0.7489340676282501
7941,"['0_female', '3_married', '6_hours_sm', '7_num_sunny', '10_worship_days', '11_years_edu', '12_employed_ft']",7,0.7503938349532957,0.7489280269370818
4422,"['0_female', '3_married', '5_hours_tv', '8_avg_temp', '10_worship_days', '12_employed_ft']",6,0.7501837031110359,0.748927292565073
13560,"['0_female', '1_age', '3_married', '6_hours_sm', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft']",9,0.7508067571146345,0.7489221023365099
7918,"['0_female', '3_married', '5_hours_tv', '8_avg_temp', '10_worship_days', '12_employed_ft', '13_income']",7,0.7503813814881032,0.7489155003391239
6930,"['0_female', '1_age', '3_married', '5_hours_tv', '8_avg_temp', '10_worship_days', '12_employed_ft']",7,0.7503699262320151,0.7489039778122367
10558,"['0_female', '1_age', '3_married', '5_hours_tv', '8_avg_temp', '10_worship_days', '12_employed_ft', '13_income']",8,0.7505663336459774,0.7488908766091745
12154,"['1_age', '3_married', '4_urban', '5_hours_tv', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",8,0.750560663227616,0.7488851681023607
7895,"['0_female', '3_married', '5_hours_tv', '7_num_sunny', '8_avg_temp', '10_worship_days', '12_employed_ft']",7,0.7503081735738553,0.7488418625126279
11494,"['0_female', '3_married', '6_hours_sm', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",8,0.750508912788764,0.748833070053508
15358,"['0_female', '1_age', '3_married', '6_hours_sm', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",10,0.7509278594703379,0.748833055933503
11489,"['0_female', '3_married', '6_hours_sm', '7_num_sunny', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",8,0.7505032342230569,0.7488273533446224
14576,"['1_age', '3_married', '4_urban', '5_hours_tv', '7_num_sunny', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",9,0.7507119461606433,0.7488265743248834
11462,"['0_female', '3_married', '5_hours_tv', '7_num_sunny', '8_avg_temp', '10_worship_days', '12_employed_ft', '13_income']",8,0.7504975312265452,0.7488216120408293
10535,"['0_female', '1_age', '3_married', '5_hours_tv', '7_num_sunny', '8_avg_temp', '10_worship_days', '12_employed_ft']",8,0.750495463760557,0.74881953068758
13541,"['0_female', '1_age', '3_married', '5_hours_tv', '7_num_sunny', '8_avg_temp', '10_worship_days', '12_employed_ft', '13_income']",9,0.75068353782239,0.7487979511336518
11481,"['0_female', '3_married', '6_hours_sm', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft']",8,0.7504688931432372,0.7487927815942412
14581,"['1_age', '3_married', '4_urban', '5_hours_tv', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",9,0.7505897452636721,0.7487034492194478
14148,"['0_female', '3_married', '6_hours_sm', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",9,0.7505770555115688,0.7486906634944295
15817,"['1_age', '3_married', '4_urban', '5_hours_tv', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",10,0.7507354752231694,0.7486390536522962
9646,"['3_married', '4_urban', '5_hours_tv', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",7,0.7500122952603073,0.748544246658648
12794,"['3_married', '4_urban', '5_hours_tv', '7_num_sunny', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",8,0.7501620411930876,0.7484838685058874
12799,"['3_married', '4_urban', '5_hours_tv', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",8,0.7500300999177862,0.7483510409751686
14882,"['3_married', '4_urban', '5_hours_tv', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",9,0.7501755699297796,0.7482861414670636
12189,"['1_age', '3_married', '4_urban', '6_hours_sm', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",8,0.749642957144662,0.7479612977468092
14597,"['1_age', '3_married', '4_urban', '6_hours_sm', '7_num_sunny', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",9,0.7497761885838412,0.7478837395899375
14602,"['1_age', '3_married', '4_urban', '6_hours_sm', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",9,0.749723796864769,0.7478309516309731
15824,"['1_age', '3_married', '4_urban', '6_hours_sm', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",10,0.7498480610843212,0.7477441759799
6978,"['0_female', '1_age', '3_married', '6_hours_sm', '10_worship_days', '12_employed_ft', '13_income']",7,0.7491830147297165,0.7477100961920554
4470,"['0_female', '3_married', '6_hours_sm', '10_worship_days', '12_employed_ft', '13_income']",6,0.7489038222766121,0.7476409747775843
10593,"['0_female', '1_age', '3_married', '6_hours_sm', '8_avg_temp', '10_worship_days', '12_employed_ft', '13_income']",8,0.7492983655272969,0.7476143914922158
10583,"['0_female', '1_age', '3_married', '6_hours_sm', '7_num_sunny', '10_worship_days', '12_employed_ft', '13_income']",8,0.7492901381507512,0.7476061088520156
3717,"['0_female', '1_age', '3_married', '6_hours_sm', '10_worship_days', '12_employed_ft']",6,0.7488681665769703,0.7476051397533843
7943,"['0_female', '3_married', '6_hours_sm', '7_num_sunny', '10_worship_days', '12_employed_ft', '13_income']",7,0.7490087335178148,0.747534791516661
1935,"['0_female', '3_married', '6_hours_sm', '10_worship_days', '12_employed_ft']",5,0.7485823716192754,0.7475295339794902
7953,"['0_female', '3_married', '6_hours_sm', '8_avg_temp', '10_worship_days', '12_employed_ft', '13_income']",7,0.7490014016012008,0.7475274165434898
6965,"['0_female', '1_age', '3_married', '6_hours_sm', '8_avg_temp', '10_worship_days', '12_employed_ft']",7,0.7489873869560266,0.747513319597547
6955,"['0_female', '1_age', '3_married', '6_hours_sm', '7_num_sunny', '10_worship_days', '12_employed_ft']",7,0.7489849031451736,0.7475108212005563
13562,"['0_female', '1_age', '3_married', '6_hours_sm', '7_num_sunny', '8_avg_temp', '10_worship_days', '12_employed_ft', '13_income']",9,0.749395729236654,0.7475004028191161
9681,"['3_married', '4_urban', '6_hours_sm', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",7,0.7489238468323218,0.7474494063355317
4447,"['0_female', '3_married', '6_hours_sm', '7_num_sunny', '10_worship_days', '12_employed_ft']",6,0.7486968750418794,0.7474329867353005
4457,"['0_female', '3_married', '6_hours_sm', '8_avg_temp', '10_worship_days', '12_employed_ft']",6,0.7486833461960232,0.7474193898483084
11483,"['0_female', '3_married', '6_hours_sm', '7_num_sunny', '8_avg_temp', '10_worship_days', '12_employed_ft', '13_income']",8,0.7490973804240535,0.7474120563630899
10570,"['0_female', '1_age', '3_married', '6_hours_sm', '7_num_sunny', '8_avg_temp', '10_worship_days', '12_employed_ft']",8,0.7490937131192242,0.747408364424811
12815,"['3_married', '4_urban', '6_hours_sm', '7_num_sunny', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",8,0.7490552634016534,0.7473696564387762
7930,"['0_female', '3_married', '6_hours_sm', '7_num_sunny', '8_avg_temp', '10_worship_days', '12_employed_ft']",7,0.7487883126797399,0.7473130762609128
12820,"['3_married', '4_urban', '6_hours_sm', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",8,0.7489825174317701,0.7472964218309759
12095,"['1_age', '3_married', '4_urban', '5_hours_tv', '6_hours_sm', '7_num_sunny', '10_worship_days', '12_employed_ft']",8,0.7489458249766613,0.7472594829110133
8669,"['1_age', '3_married', '4_urban', '5_hours_tv', '6_hours_sm', '10_worship_days', '12_employed_ft']",7,0.7487016497732402,0.7472259044279488
14889,"['3_married', '4_urban', '6_hours_sm', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",9,0.7491063509401202,0.7472088359472304
14545,"['1_age', '3_married', '4_urban', '5_hours_tv', '6_hours_sm', '7_num_sunny', '10_worship_days', '12_employed_ft', '13_income']",9,0.749106296918284,0.7472087815168257
12118,"['1_age', '3_married', '4_urban', '5_hours_tv', '6_hours_sm', '10_worship_days', '12_employed_ft', '13_income']",8,0.7488590549126068,0.7471721300085773
14532,"['1_age', '3_married', '4_urban', '5_hours_tv', '6_hours_sm', '7_num_sunny', '8_avg_temp', '10_worship_days', '12_employed_ft']",9,0.7490369464958913,0.74713890659544
12105,"['1_age', '3_married', '4_urban', '5_hours_tv', '6_hours_sm', '8_avg_temp', '10_worship_days', '12_employed_ft']",8,0.748806934517291,0.7471196595182468
8705,"['1_age', '3_married', '4_urban', '5_hours_tv', '10_worship_days', '11_years_edu', '12_employed_ft']",7,0.7485720682558132,0.747095561945235
15800,"['1_age', '3_married', '4_urban', '5_hours_tv', '6_hours_sm', '7_num_sunny', '8_avg_temp', '10_worship_days', '12_employed_ft', '13_income']",10,0.7492000182794613,0.7470906828570849
14555,"['1_age', '3_married', '4_urban', '5_hours_tv', '6_hours_sm', '8_avg_temp', '10_worship_days', '12_employed_ft', '13_income']",9,0.7489671985537657,0.7470686311478698
12136,"['1_age', '3_married', '4_urban', '5_hours_tv', '7_num_sunny', '10_worship_days', '11_years_edu', '12_employed_ft']",8,0.748751944716377,0.7470643003483929
12146,"['1_age', '3_married', '4_urban', '5_hours_tv', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft']",8,0.7486053219102613,0.7469166926703639
9587,"['3_married', '4_urban', '5_hours_tv', '6_hours_sm', '7_num_sunny', '10_worship_days', '12_employed_ft']",7,0.7483891734134971,0.746911593056026
12763,"['3_married', '4_urban', '5_hours_tv', '6_hours_sm', '7_num_sunny', '10_worship_days', '12_employed_ft', '13_income']",8,0.7485716814162582,0.7468828262116655
6029,"['3_married', '4_urban', '5_hours_tv', '6_hours_sm', '10_worship_days', '12_employed_ft']",6,0.7481470647043076,0.746880411215813
14568,"['1_age', '3_married', '4_urban', '5_hours_tv', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft']",9,0.7487787026423611,0.7468787096371353
12245,"['1_age', '3_married', '5_hours_tv', '6_hours_sm', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",8,0.7485397155911729,0.7468506456707107
9610,"['3_married', '4_urban', '5_hours_tv', '6_hours_sm', '10_worship_days', '12_employed_ft', '13_income']",7,0.7483262738371159,0.7468483241029379
14625,"['1_age', '3_married', '5_hours_tv', '6_hours_sm', '7_num_sunny', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",9,0.7486714442543595,0.7467706400512413
12750,"['3_married', '4_urban', '5_hours_tv', '6_hours_sm', '7_num_sunny', '8_avg_temp', '10_worship_days', '12_employed_ft']",8,0.7484591915993379,0.7467695807956392
9597,"['3_married', '4_urban', '5_hours_tv', '6_hours_sm', '8_avg_temp', '10_worship_days', '12_employed_ft']",7,0.748229551102775,0.7467510333659624
8740,"['1_age', '3_married', '4_urban', '6_hours_sm', '10_worship_days', '11_years_edu', '12_employed_ft']",7,0.7482233125739768,0.7467447582015085
14865,"['3_married', '4_urban', '5_hours_tv', '6_hours_sm', '7_num_sunny', '8_avg_temp', '10_worship_days', '12_employed_ft', '13_income']",9,0.7486445405862989,0.7467435329100609
14630,"['1_age', '3_married', '5_hours_tv', '6_hours_sm', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",9,0.7486400899953962,0.7467390486592269
12773,"['3_married', '4_urban', '5_hours_tv', '6_hours_sm', '8_avg_temp', '10_worship_days', '12_employed_ft', '13_income']",8,0.7484119021254046,0.746721973676205
12171,"['1_age', '3_married', '4_urban', '6_hours_sm', '7_num_sunny', '10_worship_days', '11_years_edu', '12_employed_ft']",8,0.7483808692797744,0.7466907323815697
6065,"['3_married', '4_urban', '5_hours_tv', '10_worship_days', '11_years_edu', '12_employed_ft']",6,0.7479553658845274,0.7466877482779115
9737,"['3_married', '5_hours_tv', '6_hours_sm', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",7,0.7481483772350663,0.7466693828060776
9628,"['3_married', '4_urban', '5_hours_tv', '7_num_sunny', '10_worship_days', '11_years_edu', '12_employed_ft']",7,0.748133988014831,0.7466549090853879
15832,"['1_age', '3_married', '5_hours_tv', '6_hours_sm', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",10,0.7487618822865916,0.7466488619525847
12181,"['1_age', '3_married', '4_urban', '6_hours_sm', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft']",8,0.7483057999791363,0.7466151588370986
12843,"['3_married', '5_hours_tv', '6_hours_sm', '7_num_sunny', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",8,0.7482788900227805,0.7465880681253685
14589,"['1_age', '3_married', '4_urban', '6_hours_sm', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft']",9,0.7484535062015788,0.7465510537274731
12848,"['3_married', '5_hours_tv', '6_hours_sm', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",8,0.7482297416642592,0.7465385896351358
9638,"['3_married', '4_urban', '5_hours_tv', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft']",7,0.7479758723047891,0.7464958648434917
12786,"['3_married', '4_urban', '5_hours_tv', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft']",8,0.7481494719193413,0.7464577807147693
14897,"['3_married', '5_hours_tv', '6_hours_sm', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",9,0.7483513431055667,0.7464481179693904
3753,"['0_female', '1_age', '3_married', '10_worship_days', '11_years_edu', '12_employed_ft']",6,0.7477069509436685,0.7464380839743994
1971,"['0_female', '3_married', '10_worship_days', '11_years_edu', '12_employed_ft']",5,0.7473698109268931,0.7463118955622654
6996,"['0_female', '1_age', '3_married', '7_num_sunny', '10_worship_days', '11_years_edu', '12_employed_ft']",7,0.7477916734571228,0.7463105842911831
7006,"['0_female', '1_age', '3_married', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft']",7,0.7477499651071235,0.7462686310095983
7014,"['0_female', '1_age', '3_married', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",7,0.7477284784057782,0.7462470181279597
6100,"['3_married', '4_urban', '6_hours_sm', '10_worship_days', '11_years_edu', '12_employed_ft']",6,0.7474618060971285,0.7461917062116155
4488,"['0_female', '3_married', '7_num_sunny', '10_worship_days', '11_years_edu', '12_employed_ft']",6,0.7474528654736694,0.7461827206227407
10606,"['0_female', '1_age', '3_married', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft']",8,0.7478295497538476,0.7461357096178534
9663,"['3_married', '4_urban', '6_hours_sm', '7_num_sunny', '10_worship_days', '11_years_edu', '12_employed_ft']",7,0.7476177125819863,0.7461356018337262
4498,"['0_female', '3_married', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft']",6,0.7474014136593131,0.7461310100398294
10614,"['0_female', '1_age', '3_married', '7_num_sunny', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",8,0.7478128179147274,0.7461188653902251
4506,"['0_female', '3_married', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",6,0.7473859559723869,0.7461154746109739
10619,"['0_female', '1_age', '3_married', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",8,0.7477707242944656,0.7460764890252428
9673,"['3_married', '4_urban', '6_hours_sm', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft']",7,0.7475213036058331,0.7460386266974781
7966,"['0_female', '3_married', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft']",7,0.7474801023963288,0.7459971835345622
7974,"['0_female', '3_married', '7_num_sunny', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",7,0.7474686703901978,0.7459856843941671
12807,"['3_married', '4_urban', '6_hours_sm', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft']",8,0.7476689031160628,0.7459739839094537
13579,"['0_female', '1_age', '3_married', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",9,0.7478499899390743,0.7459429730562606
7979,"['0_female', '3_married', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",7,0.747416914583114,0.7459336246519745
11500,"['0_female', '3_married', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",8,0.747495323341967,0.7457992381922909
3755,"['0_female', '1_age', '3_married', '10_worship_days', '12_employed_ft', '13_income']",6,0.7463807430006479,0.7451052060836353
1973,"['0_female', '3_married', '10_worship_days', '12_employed_ft', '13_income']",5,0.7460888694355883,0.7450255899943637
6998,"['0_female', '1_age', '3_married', '7_num_sunny', '10_worship_days', '12_employed_ft', '13_income']",7,0.7464942857402194,0.7450055776866804
7008,"['0_female', '1_age', '3_married', '8_avg_temp', '10_worship_days', '12_employed_ft', '13_income']",7,0.7464355617048144,0.7449465087953628
4490,"['0_female', '3_married', '7_num_sunny', '10_worship_days', '12_employed_ft', '13_income']",6,0.7462000981909596,0.7449236527501765
4500,"['0_female', '3_married', '8_avg_temp', '10_worship_days', '12_employed_ft', '13_income']",6,0.746131396723513,0.7448546057598425
10608,"['0_female', '1_age', '3_married', '7_num_sunny', '8_avg_temp', '10_worship_days', '12_employed_ft', '13_income']",8,0.7465422646948172,0.7448397778077966
8778,"['1_age', '3_married', '4_urban', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",7,0.7462702094933782,0.7447801855558394
1565,"['0_female', '1_age', '3_married', '10_worship_days', '12_employed_ft']",5,0.7458271776786343,0.744762802375781
7968,"['0_female', '3_married', '7_num_sunny', '8_avg_temp', '10_worship_days', '12_employed_ft', '13_income']",7,0.7462366442996228,0.7447464232510468
12204,"['1_age', '3_married', '4_urban', '7_num_sunny', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",8,0.746418273075995,0.7447149533317531
3732,"['0_female', '1_age', '3_married', '7_num_sunny', '10_worship_days', '12_employed_ft']",6,0.7459543496023344,0.7446766682088843
630,"['0_female', '3_married', '10_worship_days', '12_employed_ft']",4,0.74552566965456,0.7446738727329016
3742,"['0_female', '1_age', '3_married', '8_avg_temp', '10_worship_days', '12_employed_ft']",6,0.7458831924260886,0.744605153159162
12209,"['1_age', '3_married', '4_urban', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",8,0.7462990432212431,0.744594922604761
1950,"['0_female', '3_married', '7_num_sunny', '10_worship_days', '12_employed_ft']",5,0.7456504750237531,0.7445853597600336
8684,"['1_age', '3_married', '4_urban', '5_hours_tv', '7_num_sunny', '10_worship_days', '12_employed_ft']",7,0.7460699411386906,0.7445787411285991
5112,"['1_age', '3_married', '4_urban', '5_hours_tv', '10_worship_days', '12_employed_ft']",6,0.7458091617789175,0.7445307501868585
14608,"['1_age', '3_married', '4_urban', '7_num_sunny', '8_avg_temp', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",9,0.7464416351294174,0.7445239668236735
6985,"['0_female', '1_age', '3_married', '7_num_sunny', '8_avg_temp', '10_worship_days', '12_employed_ft']",7,0.7460030421486084,0.74451144927532
1960,"['0_female', '3_married', '8_avg_temp', '10_worship_days', '12_employed_ft']",5,0.7455690699483779,0.7445036137923828
12138,"['1_age', '3_married', '4_urban', '5_hours_tv', '7_num_sunny', '10_worship_days', '12_employed_ft', '13_income']",8,0.7461289823219548,0.7444237193988446
4477,"['0_female', '3_married', '7_num_sunny', '8_avg_temp', '10_worship_days', '12_employed_ft']",6,0.7456874748954985,0.7444084512989964
12125,"['1_age', '3_married', '4_urban', '5_hours_tv', '7_num_sunny', '8_avg_temp', '10_worship_days', '12_employed_ft']",8,0.7461080753219367,0.7444026719655769
8707,"['1_age', '3_married', '4_urban', '5_hours_tv', '10_worship_days', '12_employed_ft', '13_income']",7,0.7458660784749509,0.744373681284787
8694,"['1_age', '3_married', '4_urban', '5_hours_tv', '8_avg_temp', '10_worship_days', '12_employed_ft']",7,0.7458568716829236,0.744364420426028
8719,"['1_age', '3_married', '4_urban', '6_hours_sm', '7_num_sunny', '10_worship_days', '12_employed_ft']",7,0.7458165888838094,0.7443239010668519
5133,"['1_age', '3_married', '4_urban', '6_hours_sm', '10_worship_days', '12_employed_ft']",6,0.7455851003199585,0.7443055618471335
14570,"['1_age', '3_married', '4_urban', '5_hours_tv', '7_num_sunny', '8_avg_temp', '10_worship_days', '12_employed_ft', '13_income']",9,0.7461675761200575,0.7442478350991167
6138,"['3_married', '4_urban', '10_worship_days', '11_years_edu', '12_employed_ft', '13_income']",6,0.7455110881816405,0.7442311774767703
6044,"['3_married', '4_urban', '5_hours_tv', '7_num_sunny', '10_worship_days', '12_employed_ft']",6,0.7454925510893923,0.7442125471552232
12148,"['1_age', '3_married', '4_urban', '5_hours_tv', '8_avg_temp', '10_worship_days', '12_employed_ft', '13_income']",8,0.745914334041774,0.7442076293166138
12160,"['1_age', '3_married', '4_urban', '6_hours_sm', '7_num_sunny', '8_avg_temp', '10_worship_days', '12_employed_ft']",8,0.7459084251396078,0.7442016807240888
8729,"['1_age', '3_married', '4_urban', '6_hours_sm', '8_avg_temp', '10_worship_days', '12_employed_ft']",7,0.7456907583686647,0.7441973316141183
